PO_NUMBER,PO_REVISION_NUM,PO_DATE,PO_STATUS,PO_APPROVED_DATE,PO_REVISION_NUMBER,PO_VENDOR_NAME,PO_SHIP_LOCATION_CODE,PO_SHIP_ADDRESS_1,PO_SHIP_ADDRESS_2,PO_SHIP_ADDRESS_3,PO_SHIP_CITY,PO_SHIP_STATE,PO_SHIP_ZIP,PO_SHIP_COUNTRY,PO_VENDOR_CREATION_DATE,PO_REVISION_DATE,PO_PROMISE_DATE,PO_NEED_BY_DATE,PO_CREATED_BY,PO_BUYER_NAME,PO_LAST_UPDATE_DATE,PO_LINE_NUM,PO_LINE_LOCATION_ID,PO_QTY_ORDERED,PO_QTY_DELIVERED,PO_QTY_CANCEL,PO_AMT_INVOICED,PO_UNIT_PRICE,PO_LINE_LOCATION_STATUS,PO_HEADER_ID,PO_VENDOR_ID,PO_LINE_ID,PART_NUMBER,PART_DESCRIPTION,UNIT_OF_MEASURE,TRACKING_SHIPPING_DATE,TRACKING_UPDATE_DATE,PO_ORIGINAL_PROMISED_DATE,PO_TYPE,QUANTITY_RECEIVED,ESTIMATED_DELIVERED_DATE,PROMISED_DATE_CREATION_DATE,SALES_ORDER_NUMBER,VERIFICATION_DATE,PROMISE_DATE_UPDATE_DETAILS,PROMISE_DATE_ISSUES,PO_SHIPMENT_TYPE,ITEM_TYPE,CLIN,PO_SHIPMENT_NUM
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,3,8091011,1,1,0,3888,3888,CLOSED,6142129,2816475,7453392,1111215-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0015,3.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,12,8091020,1,1,0,4300,4300,CLOSED,6142129,2816475,7453401,41092396-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0006,12.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,17,8091025,1,1,0,2133,2133,CLOSED,6142129,2816475,7453406,41134575-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0011,17.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,5,8091013,1,1,0,586,586,CLOSED,6142129,2816475,7453394,1111217-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0017,5.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,11,8091019,1,1,0,2427,2427,CLOSED,6142129,2816475,7453400,40982011-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0005,11.1.1
1422602,0,2025-01-10 00:00:00,APPROVED CLOSED,2025-01-10 00:00:00,0,THE MATHWORKS  INC.,PM ASE (AIRCRAFT SURVIVABILITY EQUIPMENT),BLDG 5308 SPARKMAN CIR,,,REDSTONE ARSENAL,AL,35806,US,2015-04-14 00:00:00,,,2025-02-09 00:00:00,CSTREIT,"STREIT, CANDACE",2025-03-24 00:00:00,14,8091022,1,1,0,2827,2827,CLOSED,6142129,2816475,7453403,41134572-2816475,MATLAB WITH SOFTWARE MAINTENANCE SERVICE SYSTEM TOOLBOXES,Each,POD ATTACHED,25-MAR-25,,STANDARD,1,,,1243985,2025-03-19 00:00:00,ESD,UNRESPONSIVE,EXTERNAL,P,0008,14.1.1
1398155,2,2024-08-26 00:00:00,APPROVED CLOSED,2024-12-11 00:00:00,2,W. L. GORE & ASSOCIATES  INC.,JPEO-CBRND (CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLE,214 SEA FLOAT ST. BLDG 214,,,SAN DIEGO,CA,92155,US,2007-10-31 00:00:00,2024-12-11 00:00:00,2025-02-28 00:00:00,2024-12-06 00:00:00,TCHERRY,"CHERRY, TARA",2025-02-10 00:00:00,1,7369064,130,130,0,21180.9,162.93,CLOSED,5505155,657006,6748283,949231,G9492 GLOVES WITH GORE CHEMPAK ULTRA BARRIER GLOVE LINERS GLOVE ELEMENT CERTIFIED TO CLASS 3 - SYSTEM INCLUDES ONE PAIR GLOVE LINER G9492-C3 AND ONE PAIR OVERGLOVES G9492-OGN COLOR BLACK - SIZE SMALL,PAIR,,,2024-12-06 00:00:00,STANDARD,130,2025-03-07 00:00:00,2024-09-07 00:00:00,1213041,,,,EXTERNAL,P,0001,1.1.1
1398155,2,2024-08-26 00:00:00,APPROVED CLOSED,2024-12-11 00:00:00,2,W. L. GORE & ASSOCIATES  INC.,JPEO-CBRND (CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLE,214 SEA FLOAT ST. BLDG 214,,,SAN DIEGO,CA,92155,US,2007-10-31 00:00:00,2024-12-11 00:00:00,2025-02-28 00:00:00,2024-12-06 00:00:00,TCHERRY,"CHERRY, TARA",2025-02-10 00:00:00,2,7369065,640,640,0,104275.2,162.93,CLOSED,5505155,657006,6748284,949232,G9492 GLOVES WITH GORE CHEMPAK ULTRA BARRIER GLOVE LINERS GLOVE ELEMENT CERTIFIED TO CLASS 3 - SYSTEM INCLUDES ONE PAIR GLOVE LINER G9492-C3 AND ONE PAIR OVERGLOVES G9492-OGN COLOR BLACK - SIZE MEDIUM,Each,,,2024-12-06 00:00:00,STANDARD,640,2025-03-07 00:00:00,2024-09-07 00:00:00,1213041,,,,EXTERNAL,P,0001,2.1.1
1398155,2,2024-08-26 00:00:00,APPROVED CLOSED,2024-12-11 00:00:00,2,W. L. GORE & ASSOCIATES  INC.,JPEO-CBRND (CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLE,214 SEA FLOAT ST. BLDG 214,,,SAN DIEGO,CA,92155,US,2007-10-31 00:00:00,2024-12-11 00:00:00,2025-02-28 00:00:00,2024-12-06 00:00:00,TCHERRY,"CHERRY, TARA",2025-02-10 00:00:00,3,7369066,520,520,0,84723.6,162.93,CLOSED,5505155,657006,6748285,949233,G9492 GLOVES WITH GORE CHEMPAK ULTRA BARRIER GLOVE LINERS GLOVE ELEMENT CERTIFIED TO CLASS 3 - SYSTEM INCLUDES ONE PAIR GLOVE LINER G9492-C3 AND ONE PAIR OVERGLOVES G9492-OGN COLOR BLACK - SIZE LARGE,Each,,,2024-12-06 00:00:00,STANDARD,520,2025-03-07 00:00:00,2024-09-07 00:00:00,1213041,,,,EXTERNAL,P,0001,3.1.1
1398155,2,2024-08-26 00:00:00,APPROVED CLOSED,2024-12-11 00:00:00,2,W. L. GORE & ASSOCIATES  INC.,JPEO-CBRND (CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLE,214 SEA FLOAT ST. BLDG 214,,,SAN DIEGO,CA,92155,US,2007-10-31 00:00:00,2024-12-11 00:00:00,2025-02-28 00:00:00,2024-12-06 00:00:00,TCHERRY,"CHERRY, TARA",2025-02-10 00:00:00,4,7369067,140,140,0,22810.2,162.93,CLOSED,5505155,657006,6748286,949234,G9492 GLOVES WITH GORE CHEMPAK ULTRA BARRIER GLOVE LINERS GLOVE ELEMENT CERTIFIED TO CLASS 3 - SYSTEM INCLUDES ONE PAIR GLOVE LINER G9492-C3 AND ONE PAIR OVERGLOVES G9492-OGN COLOR BLACK - SIZE X-LARGE,PAIR,,,2024-12-06 00:00:00,STANDARD,140,2025-03-07 00:00:00,2024-09-07 00:00:00,1213041,,,,EXTERNAL,P,0001,4.1.1
1416525,0,2024-11-25 00:00:00,APPROVED CLOSED,2024-11-25 00:00:00,0,COLDAVENGER  LLC,354TH CES,2310 CENTRAL AVE STE 100,,,EIELSON AFB,AK,99702-2225,US,2013-09-19 00:00:00,,,2035-12-31 00:00:00,TCHERRY,"CHERRY, TARA",2025-01-07 00:00:00,2,7808988,1,1,0,18,18,CLOSED,5870133,2173306,7158389,CANG-OSFA-COY-2173306,COLD AVENGER NECK GAITER COYOTE,Each,771268846328,08-JAN-25,,STANDARD,1,,,1237251,,,,EXTERNAL,P,0009,2.1.1
1416525,0,2024-11-25 00:00:00,APPROVED CLOSED,2024-11-25 00:00:00,0,COLDAVENGER  LLC,354TH CES,2310 CENTRAL AVE STE 100,,,EIELSON AFB,AK,99702-2225,US,2013-09-19 00:00:00,,,2035-12-31 00:00:00,TCHERRY,"CHERRY, TARA",2025-01-07 00:00:00,1,7808987,1,1,0,45,45,CLOSED,5870133,2173306,7158388,CACOR-ML-COY-US-2173306,COLD AVENGER CORE BALACLAVA M/L - COYOTE,Each,771268846328,08-JAN-25,,STANDARD,1,,,1237251,,,,EXTERNAL,P,0008,1.1.1
1427441,1,2025-02-03 00:00:00,APPROVED CLOSED,2025-02-10 00:00:00,1,5.11  INC.,DOE OST EASTERN COMMAND,9714 FLANNIGAN LOOP RD. / AOEC FACILITY,,,OAK RIDGE,TN,37830,US,2006-07-01 00:00:00,2025-02-10 00:00:00,2025-02-21 00:00:00,2025-03-13 00:00:00,NLUDWIG,"LUDWIG, NOAH",2025-02-10 00:00:00,2,8274973,1,1,0,43.2,43.2,CLOSED,6328150,14882,7643381,74434-092-36X30,APEX PANT STORM 36X30,Each,1ZRV90090359857666,10-FEB-25,2025-02-21 00:00:00,STANDARD,1,2025-02-28 00:00:00,2025-02-07 00:00:00,1250453,,,,EXTERNAL,P,0001,2.1.1
1427441,1,2025-02-03 00:00:00,APPROVED CLOSED,2025-02-10 00:00:00,1,5.11  INC.,DOE OST EASTERN COMMAND,9714 FLANNIGAN LOOP RD. / AOEC FACILITY,,,OAK RIDGE,TN,37830,US,2006-07-01 00:00:00,2025-02-10 00:00:00,2025-02-21 00:00:00,2025-03-13 00:00:00,NLUDWIG,"LUDWIG, NOAH",2025-02-10 00:00:00,1,8274972,1,1,0,43.2,43.2,CLOSED,6328150,14882,7643380,74434-190-36X30,APEX PANT TDU GREEN 36X30 - PFAS COMPLIANT,Each,1ZRV90090359857666,10-FEB-25,2025-02-21 00:00:00,STANDARD,1,2025-02-28 00:00:00,2025-02-07 00:00:00,1250453,,,,EXTERNAL,P,0002,1.1.1
1398409,6,2024-08-27 00:00:00,APPROVED CLOSED,2025-06-11 00:00:00,6,MOJAVE REPEATER LLC,1ST MARDIV,DISTRIBUTION MANAGEMENT OFFICER M/F M11001 HQBN 1ST MARDIV BLDG 2262,,,CAMP PENDLETON,CA,92055,US,2024-07-02 00:00:00,2025-06-11 00:00:00,,2024-12-10 00:00:00,BJURGOVAN,"LUDWIG, NOAH",2025-06-11 00:00:00,7,7370981,3,3,0,672.3,224.1,CLOSED,5506058,6907484,6748889,MR-PRI-ETH,SILVUS PRI ODU - RJ45 ETHERNET CABLE,Each,1Z88914X4402997690,05-FEB-25,2024-12-05 00:00:00,STANDARD,3,,2024-08-30 00:00:00,1212884,2025-01-27 00:00:00,ITEMS HAND DELIVERED. REQUESTED SIGNED POD/CUSTOMER CONFIRMATION,SUPPLIER ISSUE,EXTERNAL,P,0007,7.1.1
1398409,6,2024-08-27 00:00:00,APPROVED CLOSED,2025-06-11 00:00:00,6,MOJAVE REPEATER LLC,1ST MARDIV,DISTRIBUTION MANAGEMENT OFFICER M/F M11001 HQBN 1ST MARDIV BLDG 2262,,,CAMP PENDLETON,CA,92055,US,2024-07-02 00:00:00,2025-06-11 00:00:00,2025-02-07 00:00:00,2024-12-10 00:00:00,BJURGOVAN,"LUDWIG, NOAH",2025-06-11 00:00:00,6,7370980,1,1,0,295,295,CLOSED,5506058,6907484,6748888,MR-NW-M-M,NETTWARRIOR ADAPTER CABLE,Each,1Z88914X4402997690,05-FEB-25,2024-12-05 00:00:00,STANDARD,1,2025-02-14 00:00:00,2024-08-30 00:00:00,1212884,,,,EXTERNAL,P,0006,6.1.1
1398409,6,2024-08-27 00:00:00,APPROVED CLOSED,2025-06-11 00:00:00,6,MOJAVE REPEATER LLC,1ST MARDIV,DISTRIBUTION MANAGEMENT OFFICER M/F M11001 HQBN 1ST MARDIV BLDG 2262,,,CAMP PENDLETON,CA,92055,US,2024-07-02 00:00:00,2025-06-11 00:00:00,,2024-12-10 00:00:00,BJURGOVAN,"LUDWIG, NOAH",2025-06-11 00:00:00,3,7370977,6,6,0,2391.48,398.58,CLOSED,5506058,6907484,6748885,MR-BAT-TWST-6.8,BATTERY LI-ION ALI 130 73WH,Each,1Z88914X4402997690,05-FEB-25,2024-12-05 00:00:00,STANDARD,6,,2024-08-30 00:00:00,1212884,2025-01-27 00:00:00,ITEMS HAND DELIVERED. REQUESTED SIGNED POD/CUSTOMER CONFIRMATION,SUPPLIER ISSUE,EXTERNAL,P,0003,3.1.1
1398409,6,2024-08-27 00:00:00,APPROVED CLOSED,2025-06-11 00:00:00,6,MOJAVE REPEATER LLC,1ST MARDIV,DISTRIBUTION MANAGEMENT OFFICER M/F M11001 HQBN 1ST MARDIV BLDG 2262,,,CAMP PENDLETON,CA,92055,US,2024-07-02 00:00:00,2025-06-11 00:00:00,,2024-12-10 00:00:00,BJURGOVAN,"LUDWIG, NOAH",2025-06-11 00:00:00,5,7370979,3,3,0,1352.52,450.84,CLOSED,5506058,6907484,6748887,MR-USB-GA-EUD,SILVUS AUX ODU - NETTWARRIOR RECEPTACLE CABLE 18,Each,1Z88914X4402997690,05-FEB-25,2024-12-05 00:00:00,STANDARD,3,,2024-08-30 00:00:00,1212884,2025-01-27 00:00:00,ITEMS HAND DELIVERED. REQUESTED SIGNED POD/CUSTOMER CONFIRMATION,SUPPLIER ISSUE,EXTERNAL,P,0005,5.1.1
1398409,6,2024-08-27 00:00:00,APPROVED CLOSED,2025-06-11 00:00:00,6,MOJAVE REPEATER LLC,1ST MARDIV,DISTRIBUTION MANAGEMENT OFFICER M/F M11001 HQBN 1ST MARDIV BLDG 2262,,,CAMP PENDLETON,CA,92055,US,2024-07-02 00:00:00,2025-06-11 00:00:00,,2024-12-10 00:00:00,BJURGOVAN,"LUDWIG, NOAH",2025-06-11 00:00:00,8,7370982,3,3,0,7731,2577,CLOSED,5506058,6907484,6748890,SC42-LIC-KEY-SPC-DOM,STREAMCASTER 4200EP SPECTRUM DOMINANCE LICENSE BUNDLE INCLUDES MAN-IA MANIC MAN-PC AND NARROW BAND (NB) OPERATION FOR NEW EQUIPMENT ONLY,Each,1Z88914X4402997690,05-FEB-25,2024-12-05 00:00:00,STANDARD,3,,2024-08-30 00:00:00,1212884,2025-01-27 00:00:00,ITEMS HAND DELIVERED. REQUESTED SIGNED POD/CUSTOMER CONFIRMATION,SUPPLIER ISSUE,EXTERNAL,P,0008,8.1.1
1398409,6,2024-08-27 00:00:00,APPROVED CLOSED,2025-06-11 00:00:00,6,MOJAVE REPEATER LLC,1ST MARDIV,DISTRIBUTION MANAGEMENT OFFICER M/F M11001 HQBN 1ST MARDIV BLDG 2262,,,CAMP PENDLETON,CA,92055,US,2024-07-02 00:00:00,2025-06-11 00:00:00,,2024-12-10 00:00:00,BJURGOVAN,"LUDWIG, NOAH",2025-06-11 00:00:00,1,7370975,3,3,0,34347,11449,CLOSED,5506058,6907484,6748883,SC4240EP-235467-BB-6907484,STREAMCASTER 4240 2X2 MIMO RADIO 4 WATT BATTERY-POWERED BLACK W/ MULTIPOSITION SWITCH,Each,1Z88914X4402997690,05-FEB-25,2024-12-05 00:00:00,STANDARD,3,,2024-08-30 00:00:00,1212884,2025-01-27 00:00:00,ITEMS HAND DELIVERED. REQUESTED SIGNED POD/CUSTOMER CONFIRMATION,SUPPLIER ISSUE,EXTERNAL,P,0001,1.1.1
1398409,6,2024-08-27 00:00:00,APPROVED CLOSED,2025-06-11 00:00:00,6,MOJAVE REPEATER LLC,,,,,,,,,2024-07-02 00:00:00,2025-06-11 00:00:00,,,BJURGOVAN,"LUDWIG, NOAH",2025-06-11 00:00:00,9,7370986,1,0,1,0,125,CLOSED,5506058,6907484,6748894,,FREIGHT,,,05-FEB-25,2024-12-05 00:00:00,STANDARD,0,,2024-08-30 00:00:00,,2025-01-27 00:00:00,ITEMS HAND DELIVERED. REQUESTED SIGNED POD/CUSTOMER CONFIRMATION,SUPPLIER ISSUE,EXTERNAL,,,9.1.1
1398409,6,2024-08-27 00:00:00,APPROVED CLOSED,2025-06-11 00:00:00,6,MOJAVE REPEATER LLC,1ST MARDIV,DISTRIBUTION MANAGEMENT OFFICER M/F M11001 HQBN 1ST MARDIV BLDG 2262,,,CAMP PENDLETON,CA,92055,US,2024-07-02 00:00:00,2025-06-11 00:00:00,,2024-12-10 00:00:00,BJURGOVAN,"LUDWIG, NOAH",2025-06-11 00:00:00,2,7370976,6,6,0,1195.2,199.2,CLOSED,5506058,6907484,6748884,MR-AOV2D235515S-TM,ANTENNA OMNI 2 DBI DUAL BAND 2200-2500 MHZ AND 4400-5900 MHZ SPRING BASE TNC MALE,Each,1Z88914X4402997690,05-FEB-25,2024-12-05 00:00:00,STANDARD,6,,2024-08-30 00:00:00,1212884,2025-01-27 00:00:00,ITEMS HAND DELIVERED. REQUESTED SIGNED POD/CUSTOMER CONFIRMATION,SUPPLIER ISSUE,EXTERNAL,P,0002,2.1.1
1398409,6,2024-08-27 00:00:00,APPROVED CLOSED,2025-06-11 00:00:00,6,MOJAVE REPEATER LLC,1ST MARDIV,DISTRIBUTION MANAGEMENT OFFICER M/F M11001 HQBN 1ST MARDIV BLDG 2262,,,CAMP PENDLETON,CA,92055,US,2024-07-02 00:00:00,2025-06-11 00:00:00,,2024-12-10 00:00:00,BJURGOVAN,"LUDWIG, NOAH",2025-06-11 00:00:00,4,7370978,2,2,0,1317.84,658.92,CLOSED,5506058,6907484,6748886,MR-BAT-TWST-CHRGR-2,CHARGER DESKTOP 2-BAY PRC-148,Each,1Z88914X4402997690,05-FEB-25,2024-12-05 00:00:00,STANDARD,2,,2024-08-30 00:00:00,1212884,2025-01-27 00:00:00,ITEMS HAND DELIVERED. REQUESTED SIGNED POD/CUSTOMER CONFIRMATION,SUPPLIER ISSUE,EXTERNAL,P,0004,4.1.1
1408463,1,2024-10-03 00:00:00,APPROVED CLOSED,2024-10-16 00:00:00,1,SPACESAVER STORAGE SYSTEMS INC,552ND MXS,7710 1ST ST,BLDG 230 STE SE 152,,TINKER AFB,OK,73145,US,2011-06-24 00:00:00,2024-10-16 00:00:00,2025-02-06 00:00:00,2025-02-06 00:00:00,ABARNES,"BARNES, ANDREW",2025-02-10 00:00:00,3,7431855,1,1,0,3853.51,3853.51,CLOSED,5530996,1544060,6780411,SSC-130-124894-INSTALL-1544060,INSTALL,Each,SIGN OFF,11-FEB-25,2025-02-06 00:00:00,STANDARD,1,2025-02-13 00:00:00,2024-10-16 00:00:00,1220651,,,,EXTERNAL,P,0003,3.1.1
1408463,1,2024-10-03 00:00:00,APPROVED CLOSED,2024-10-16 00:00:00,1,SPACESAVER STORAGE SYSTEMS INC,552ND MXS,7710 1ST ST,BLDG 230 STE SE 152,,TINKER AFB,OK,73145,US,2011-06-24 00:00:00,2024-10-16 00:00:00,2025-02-06 00:00:00,2025-02-06 00:00:00,ABARNES,"BARNES, ANDREW",2025-02-10 00:00:00,2,7431854,2,2,0,25905.08,12952.54,CLOSED,5530996,1544060,6780410,SSC-130-124894-WRK-1544060,RELOCATABLE WORKSTATION,Each,MATERIAL ONLY,03-JAN-25,2025-02-06 00:00:00,STANDARD,2,2025-02-13 00:00:00,2024-10-16 00:00:00,1220651,,,,EXTERNAL,P,0002,2.1.1
1408463,1,2024-10-03 00:00:00,APPROVED CLOSED,2024-10-16 00:00:00,1,SPACESAVER STORAGE SYSTEMS INC,552ND MXS,7710 1ST ST,BLDG 230 STE SE 152,,TINKER AFB,OK,73145,US,2011-06-24 00:00:00,2024-10-16 00:00:00,2025-02-06 00:00:00,2025-02-06 00:00:00,ABARNES,"BARNES, ANDREW",2025-02-10 00:00:00,1,7431853,1,1,0,2179.28,2179.28,CLOSED,5530996,1544060,6780409,SSC-130-124894-4PS-1544060,RELOCATABLE 4-POST SHELVING UNIT - STANDARD,Each,MATERIAL ONLY,03-JAN-25,2025-02-06 00:00:00,STANDARD,1,2025-02-13 00:00:00,2024-10-16 00:00:00,1220651,,,,EXTERNAL,P,0001,1.1.1
1424082,1,2025-01-16 00:00:00,APPROVED CLOSED,2025-01-20 00:00:00,1,DRIFIRE LLC,ARIZONA INDUSTRIES FOR THE BLIND,3695 S 2ND ST BLDG 5126,,BASE SUPPLY CENTER,DAVIS MONTHAN AFB,AZ,85707,US,2008-11-10 00:00:00,2025-01-20 00:00:00,2025-03-17 00:00:00,2035-12-31 00:00:00,ADS_SCHEDULED_REQS,"BARNES, ANDREW",2025-02-25 00:00:00,4,8142027,40,40,0,12480,312,CLOSED,6190163,943161,7504486,DF4-550VFS-OCP-XLR-943161,DRIFIRE FORTREX V2 FR FIELD SHIRT-OCP-XLR,Each,1Z4809040376984626,13-FEB-25,2025-03-17 00:00:00,STANDARD,40,2025-03-24 00:00:00,2025-01-20 00:00:00,1246852,,,,EXTERNAL,P,0004,4.1.1
1424082,1,2025-01-16 00:00:00,APPROVED CLOSED,2025-01-20 00:00:00,1,DRIFIRE LLC,ARIZONA INDUSTRIES FOR THE BLIND,3695 S 2ND ST BLDG 5126,,BASE SUPPLY CENTER,DAVIS MONTHAN AFB,AZ,85707,US,2008-11-10 00:00:00,2025-01-20 00:00:00,2025-03-17 00:00:00,2035-12-31 00:00:00,ADS_SCHEDULED_REQS,"BARNES, ANDREW",2025-02-25 00:00:00,6,8142029,20,20,0,6655,332.75,CLOSED,6190163,943161,7504477,DF4-550VFP-OCP-MDL-943161,DRIFIRE FORTREX V2 FR FIELD PANT-OCP-MDL,Each,1Z97743W0346332991,14-FEB-25,2025-03-17 00:00:00,STANDARD,20,2025-03-24 00:00:00,2025-01-20 00:00:00,1246852,,,,EXTERNAL,P,"0012, 0012",6.1.1
1424082,1,2025-01-16 00:00:00,APPROVED CLOSED,2025-01-20 00:00:00,1,DRIFIRE LLC,ARIZONA INDUSTRIES FOR THE BLIND,3695 S 2ND ST BLDG 5126,,BASE SUPPLY CENTER,DAVIS MONTHAN AFB,AZ,85707,US,2008-11-10 00:00:00,2025-01-20 00:00:00,2025-03-17 00:00:00,2035-12-31 00:00:00,ADS_SCHEDULED_REQS,"BARNES, ANDREW",2025-02-25 00:00:00,8,8142031,40,40,0,13728,343.2,CLOSED,6190163,943161,7504484,DF4-550VFS-OCP-MDL-943161,DRIFIRE FORTREX V2 FR FIELD SHIRT-OCP-MDL,Each,1Z4809040376216938,26-FEB-25,2025-03-17 00:00:00,STANDARD,40,2025-03-24 00:00:00,2025-01-20 00:00:00,1246852,,,,EXTERNAL,P,0001,8.1.1
1424082,1,2025-01-16 00:00:00,APPROVED CLOSED,2025-01-20 00:00:00,1,DRIFIRE LLC,ARIZONA INDUSTRIES FOR THE BLIND,3695 S 2ND ST BLDG 5126,,BASE SUPPLY CENTER,DAVIS MONTHAN AFB,AZ,85707,US,2008-11-10 00:00:00,2025-01-20 00:00:00,2025-03-17 00:00:00,2035-12-31 00:00:00,ADS_SCHEDULED_REQS,"BARNES, ANDREW",2025-02-25 00:00:00,10,8142033,40,40,0,12480,312,CLOSED,6190163,943161,7504483,DF4-550VFS-OCP-LGR-943161,DRIFIRE FORTREX V2 FR FIELD SHIRT-OCP-LGR,Each,1Z4809040376984626,13-FEB-25,2025-03-17 00:00:00,STANDARD,40,2025-03-24 00:00:00,2025-01-20 00:00:00,1246852,,,,EXTERNAL,P,0002,10.1.1
1424082,1,2025-01-16 00:00:00,APPROVED CLOSED,2025-01-20 00:00:00,1,DRIFIRE LLC,ARIZONA INDUSTRIES FOR THE BLIND,3695 S 2ND ST BLDG 5126,,BASE SUPPLY CENTER,DAVIS MONTHAN AFB,AZ,85707,US,2008-11-10 00:00:00,2025-01-20 00:00:00,2025-03-17 00:00:00,2035-12-31 00:00:00,ADS_SCHEDULED_REQS,"BARNES, ANDREW",2025-02-25 00:00:00,3,8142026,12,12,0,3993,332.75,CLOSED,6190163,943161,7504480,DF4-550VFP-OCP-SML-943161,DRIFIRE FORTREX V2 FR FIELD PANT-OCP-SML,Each,1Z97743W0346332991,14-FEB-25,2025-03-17 00:00:00,STANDARD,12,2025-03-24 00:00:00,2025-01-20 00:00:00,1246852,,,,EXTERNAL,P,0009,3.1.1
1424082,1,2025-01-16 00:00:00,APPROVED CLOSED,2025-01-20 00:00:00,1,DRIFIRE LLC,ARIZONA INDUSTRIES FOR THE BLIND,3695 S 2ND ST BLDG 5126,,BASE SUPPLY CENTER,DAVIS MONTHAN AFB,AZ,85707,US,2008-11-10 00:00:00,2025-01-20 00:00:00,2025-03-17 00:00:00,2035-12-31 00:00:00,ADS_SCHEDULED_REQS,"BARNES, ANDREW",2025-02-25 00:00:00,16,8142039,4,4,0,1262.76,315.69,CLOSED,6190163,943161,7504492,PHX4-550V-FSJ-OCP-MDL,DRIFIRE FORTREX V2 FR FLIGHT SUIT JACKET-OCP-MDL,Each,1Z97743W0340875924,23-JAN-25,2025-03-17 00:00:00,STANDARD,4,2025-03-24 00:00:00,2025-01-20 00:00:00,1246852,,,,EXTERNAL,P,0018,16.1.1
